	[<YEI3Space W:12000858>]				
					
	Start time: 9.87523076552	9.875230766			
					
	2488522831	-0.069580078	1.01953125	-0.030761719	 90))
137.6502308	2488650606	-0.0703125	1.025390625	-0.032226563	 90))
265.3912308	2488778347	-0.0703125	1.018310547	-0.030029297	 90))
392.4232308	2488905379	-0.072265625	1.022949219	-0.028564453	 90))
523.9712308	2489036927	-0.070556641	1.022705078	-0.030761719	 90))
651.6812308	2489164637	-0.067626953	1.022460938	-0.028808594	 90))
779.4322308	2489292388	-0.0703125	1.020019531	-0.029785156	 90))
906.5102308	2489419466	-0.0703125	1.023925781	-0.02734375	 90))
1034.292231	2489547248	-0.0703125	1.024414063	-0.029785156	 90))
1162.064231	2489675020	-0.069824219	1.023193359	-0.031738281	 90))
1289.772231	2489802728	-0.07421875	1.022216797	-0.028076172	 90))
1420.661231	2489933617	-0.072753906	1.020507813	-0.030761719	 90))
1548.374231	2490061330	-0.073974609	1.022460938	-0.029785156	 90))
1676.150231	2490189106	-0.072509766	1.015869141	-0.029296875	 90))
1803.928231	2490316884	-0.0703125	1.020996094	-0.027832031	 90))
1931.027231	2490443983	-0.0703125	1.014648438	-0.028808594	 90))
2058.821231	2490571777	-0.071044922	1.021972656	-0.030273438	 90))
2186.610231	2490699566	-0.0703125	1.024169922	-0.030273438	 90))
2314.411231	2490827367	-0.070800781	1.023193359	-0.028320313	 90))
2441.494231	2490954450	-0.072753906	1.020507813	-0.028808594	 90))
2573.062231	2491086018	-0.069824219	1.017089844	-0.028076172	 90))
2700.815231	2491213771	-0.066894531	1.020751953	-0.028808594	 90))
2828.521231	2491341477	-0.067871094	1.020019531	-0.030273438	 90))
2955.525231	2491468481	-0.069335938	1.021728516	-0.028808594	 90))
3083.266231	2491596222	-0.065429688	1.018310547	-0.029296875	 90))
3211.023231	2491723979	-0.070556641	1.021240234	-0.03125	 90))
3338.695231	2491851651	-0.072753906	1.023681641	-0.027099609	 90))
3465.790231	2491978746	-0.071289063	1.022216797	-0.028808594	 90))
3597.344231	2492110300	-0.069824219	1.020751953	-0.027587891	 90))
3725.043231	2492237999	-0.071533203	1.018798828	-0.024658203	 90))
3852.732231	2492365688	-0.068847656	1.021728516	-0.030761719	 90))
3979.750231	2492492706	-0.069824219	1.023681641	-0.027832031	 90))
4107.411231	2492620367	-0.066894531	1.019042969	-0.027832031	 90))
4235.063231	2492748019	-0.069824219	1.021484375	-0.031738281	 90))
4362.741231	2492875697	-0.072265625	1.021972656	-0.030761719	 90))
4493.612231	2493006568	-0.069335938	1.01953125	-0.031494141	 90))
4621.298231	2493134254	-0.069824219	1.022949219	-0.029052734	 90))
4749.008231	2493261964	-0.070800781	1.021972656	-0.026367188	 90))
4876.740231	2493389696	-0.064941406	1.021972656	-0.026611328	 90))
5003.833231	2493516789	-0.068603516	1.023193359	-0.026611328	 90))
5131.604231	2493644560	-0.067382813	1.020019531	-0.027587891	 90))
5259.267231	2493772223	-0.070800781	1.021484375	-0.030273438	 90))
5386.313231	2493899269	-0.069824219	1.017089844	-0.028808594	 90))
5517.870231	2494030826	-0.072509766	1.025390625	-0.028076172	 87))
5645.551231	2494158507	-0.069335938	1.022216797	-0.029296875	 87))
5773.278231	2494286234	-0.071289063	1.021240234	-0.031982422	 87))
5900.354231	2494413310	-0.067382813	1.022460938	-0.029785156	 87))
6028.047231	2494541003	-0.071533203	1.021484375	-0.029296875	 87))
6155.819231	2494668775	-0.068847656	1.022705078	-0.026855469	 87))
6283.579231	2494796535	-0.069824219	1.021484375	-0.028808594	 87))
6410.652231	2494923608	-0.066894531	1.022705078	-0.026123047	 87))
6542.302231	2495055258	-0.073486328	1.023681641	-0.028808594	 90))
6670.067231	2495183023	-0.072753906	1.020996094	-0.028808594	 90))
6797.792231	2495310748	-0.0703125	1.020996094	-0.030761719	 90))
6924.858231	2495437814	-0.067382813	1.020751953	-0.028076172	 90))
7052.567231	2495565523	-0.071777344	1.021972656	-0.028076172	 90))
7180.298231	2495693254	-0.069335938	1.022949219	-0.030517578	 90))
7308.023231	2495820979	-0.072998047	1.023193359	-0.030761719	 90))
7435.136231	2495948092	-0.067138672	1.020507813	-0.025146484	 90))
7562.898231	2496075854	-0.076904297	1.014404297	-0.030761719	 90))
7694.532231	2496207488	-0.0703125	1.020996094	-0.027832031	 90))
7822.307231	2496335263	-0.078369141	1.016601563	-0.03125	 90))
7949.436231	2496462392	-0.073486328	1.024169922	-0.02734375	 90))
8077.194231	2496590150	-0.073730469	1.022705078	-0.030761719	 90))
8204.981231	2496717937	-0.071777344	1.023681641	-0.03125	 90))
8332.766231	2496845722	-0.0703125	1.020996094	-0.029296875	 90))
8459.823231	2496972779	-0.068847656	1.022460938	-0.029541016	 90))
8587.581231	2497100537	-0.072265625	1.021484375	-0.029052734	 90))
8715.279231	2497228235	-0.067382813	1.021728516	-0.027832031	 90))
8846.861231	2497359817	-0.071289063	1.022705078	-0.030029297	 90))
8973.976231	2497486932	-0.067871094	1.01953125	-0.031738281	 90))
9101.719231	2497614675	-0.069091797	1.020751953	-0.028320313	 90))
9229.468231	2497742424	-0.067138672	1.021240234	-0.028320313	 90))
9357.198231	2497870154	-0.070556641	1.017578125	-0.028320313	 90))
9484.223231	2497997179	-0.070800781	1.020507813	-0.029296875	 90))
9611.964231	2498124920	-0.0703125	1.022460938	-0.030273438	 90))
9739.703231	2498252659	-0.069824219	1.025634766	-0.028808594	 90))
9871.318231	2498384274	-0.072998047	1.015136719	-0.030517578	 90))
9998.375231	2498511331	-0.068847656	1.022460938	-0.029785156	 90))
10126.11723	2498639073	-0.070800781	1.024169922	-0.027587891	 90))
