

Device Info|Sensor|Firmware Version|Hardware Version
|<YEI3Space WL:12000865>;17Mar2015N37;TSS-WL                  v2.0.0  

Raw Accelerometer Data (X, Y, Z)|Time|Battery
(-0.01953125, 0.992919921875, -0.00341796875)|6.34417779063|45 % 
(-0.019287109375, 0.99560546875, -0.0078125)|6.35374185135|45 % 
(-0.021728515625, 0.9921875, -0.0068359375)|6.3637863077|45 % 
(-0.021484375, 0.998046875, -0.00634765625)|6.37384577641|45 % 
(-0.02099609375, 0.9912109375, -0.00634765625)|6.3832889481|45 % 
(-0.021484375, 0.99658203125, -0.005859375)|6.39282298409|45 % 
(-0.021484375, 0.999267578125, -0.00634765625)|6.40233568672|45 % 
(-0.01904296875, 0.99755859375, -0.01025390625)|6.41183811773|45 % 
(-0.01904296875, 0.9951171875, -0.0068359375)|6.42133185738|45 % 
(-0.019287109375, 0.998779296875, -0.00732421875)|6.43103458493|45 % 
(-0.0205078125, 0.993896484375, -0.00927734375)|6.44037820094|45 % 
(-0.01904296875, 0.993408203125, -0.005859375)|6.449982558|45 % 
(-0.02001953125, 0.99853515625, -0.00390625)|6.46905379048|45 % 
(-0.017578125, 0.993896484375, -0.00830078125)|6.47854002395|45 % 
(-0.02099609375, 0.997314453125, -0.0068359375)|6.4882249737|45 % 
(-0.019287109375, 0.99853515625, -0.0048828125)|6.49762310829|45 % 
(-0.0224609375, 0.99658203125, -0.00537109375)|6.50739339148|45 % 
(-0.018310546875, 0.998291015625, -0.0087890625)|6.51689740274|45 % 
(-0.02197265625, 0.99365234375, -0.0068359375)|6.52642432761|45 % 
(-0.017578125, 0.9931640625, -0.009765625)|6.5359856229|45 % 
(-0.020263671875, 0.993896484375, -0.00732421875)|6.54556311573|45 % 
(-0.020263671875, 0.9990234375, -0.00732421875)|6.5550284109|45 % 
(-0.01806640625, 0.992919921875, -0.00830078125)|6.56451701474|45 % 
(-0.018310546875, 1.000244140625, -0.0087890625)|6.57408502608|45 % 
(-0.01904296875, 0.995849609375, -0.00634765625)|6.58358232128|45 % 
(-0.020751953125, 0.99267578125, -0.0078125)|6.59353551826|45 % 
(-0.01611328125, 0.994384765625, -0.005859375)|6.62216014478|45 % 
(-0.01806640625, 0.9951171875, -0.0048828125)|6.63165427949|45 % 
(-0.017578125, 0.991455078125, -0.00732421875)|6.64121083403|45 % 
(-0.020263671875, 0.9951171875, -0.0068359375)|6.66049381984|45 % 
(-0.018310546875, 0.99755859375, -0.0087890625)|6.66975210242|45 % 
(-0.019775390625, 0.9970703125, -0.005859375)|6.67929561991|45 % 
(-0.021240234375, 0.99365234375, -0.00634765625)|6.69882393935|45 % 
(-0.020751953125, 0.9921875, -0.00732421875)|6.70834138273|45 % 
(-0.019287109375, 0.997802734375, -0.0078125)|6.7178536903|45 % 
(-0.017578125, 0.994384765625, -0.0068359375)|6.72784244287|45 % 
(-0.0205078125, 0.9970703125, -0.00732421875)|6.7373855653|45 % 
(-0.0234375, 0.994384765625, -0.0068359375)|6.74700770016|45 % 
(-0.015869140625, 0.992431640625, -0.0078125)|6.75700632929|45 % 
(-0.019287109375, 0.995361328125, -0.00537109375)|6.76649888375|45 % 
(-0.021484375, 0.994384765625, -0.0068359375)|6.77606768522|45 % 
(-0.019287109375, 0.995849609375, -0.0107421875)|6.78605051186|45 % 
(-0.020263671875, 0.990478515625, -0.0048828125)|6.7955829676|45 % 
(-0.01953125, 0.994873046875, -0.00537109375)|6.80511581841|45 % 
(-0.021240234375, 0.996826171875, -0.00830078125)|6.81514644758|45 % 
(-0.020751953125, 0.99609375, -0.0078125)|6.84424119811|45 % 
(-0.021240234375, 0.99755859375, -0.0078125)|6.85424061737|45 % 
(-0.018798828125, 0.995361328125, -0.00341796875)|6.8637951966|45 % 
(-0.01953125, 0.994873046875, -0.0078125)|6.8733102696|45 % 
(-0.01708984375, 0.989990234375, -0.005859375)|6.88281230556|45 % 
(-0.0205078125, 0.99755859375, -0.004638671875)|6.89297765094|45 % 
(-0.020263671875, 0.997314453125, -0.005126953125)|6.92193887045|45 % 
(-0.020263671875, 0.994873046875, -0.0078125)|6.93144880764|45 % 
(-0.02197265625, 0.98828125, -0.00634765625)|6.94144269603|45 % 
(-0.021728515625, 0.9931640625, -0.00439453125)|6.95156339938|45 % 
(-0.0166015625, 0.992431640625, -0.00732421875)|6.97109527438|45 % 
(-0.019287109375, 0.9951171875, -0.00634765625)|6.98057755723|45 % 
(-0.019775390625, 0.99951171875, -0.00732421875)|6.99057500118|45 % 
(-0.021728515625, 0.993896484375, -0.005615234375)|7.00016316069|45 % 
(-0.020751953125, 0.99609375, -0.0078125)|7.00972524609|45 % 
(-0.021240234375, 1.0, -0.00732421875)|7.01922649192|45 % 
(-0.0244140625, 0.995361328125, -0.005615234375)|7.02914768887|45 % 
(-0.0185546875, 0.996826171875, -0.01025390625)|7.03872755207|45 % 
(-0.021484375, 0.99267578125, -0.00634765625)|7.04831650171|45 % 
(-0.019287109375, 0.996337890625, -0.0048828125)|7.05822545172|45 % 
(-0.0205078125, 0.989990234375, -0.00830078125)|7.06784995696|45 % 
(-0.017333984375, 1.00146484375, -0.0078125)|7.07728443728|45 % 
(-0.02001953125, 0.9951171875, -0.0107421875)|7.08727200467|45 % 
(-0.02001953125, 0.99267578125, -0.00732421875)|7.09684001601|45 % 
(-0.02001953125, 0.989013671875, -0.005859375)|7.10636496557|45 % 
(-0.017578125, 0.995361328125, -0.00830078125)|7.11586028546|45 % 
(-0.020263671875, 0.991943359375, -0.009765625)|7.12542474124|45 % 
(-0.022705078125, 0.991943359375, -0.0068359375)|7.13512746879|45 % 
(-0.02099609375, 0.9931640625, -0.00927734375)|7.14460224545|45 % 
(-0.020263671875, 0.990966796875, -0.0068359375)|7.15412640489|45 % 
(-0.020263671875, 0.998046875, -0.00927734375)|7.16366913225|45 % 
(-0.020263671875, 0.991943359375, -0.00537109375)|7.17316326696|45 % 
(-0.0185546875, 0.993896484375, -0.00732421875)|7.18278105614|45 % 
(-0.021240234375, 0.990478515625, -0.0078125)|7.19226649948|45 % 
(-0.019287109375, 0.9970703125, -0.00732421875)|7.20184004169|45 % 
(-0.017578125, 0.98974609375, -0.00732421875)|7.21180153497|45 % 
(-0.020263671875, 0.991943359375, -0.0048828125)|7.22129013881|45 % 
(-0.0234375, 0.993408203125, -0.00634765625)|7.2308273353|45 % 
(-0.020751953125, 0.9970703125, -0.00537109375)|7.2404312973|45 % 
(-0.017822265625, 0.99609375, -0.00732421875)|7.24990172828|45 % 
(-0.01904296875, 0.994384765625, -0.0048828125)|7.2599161599|45 % 
(-0.017822265625, 0.99951171875, -0.00927734375)|7.26948377618|45 % 
(-0.0185546875, 0.993408203125, -0.0048828125)|7.27899094794|45 % 
(-0.01953125, 0.993896484375, -0.01025390625)|7.28851629256|45 % 
(-0.0185546875, 0.99267578125, -0.00634765625)|7.29831304491|45 % 
(-0.019287109375, 0.9970703125, -0.0078125)|7.30796915512|45 % 
(-0.020751953125, 0.992919921875, -0.00439453125)|7.31755731464|45 % 
