

301992023    17Mar2015N37   TSS-WL                  v2.0.0  

(-0.005859375, -0.983154296875, 0.046630859375)    3806
(-0.00634765625, -0.982666015625, 0.044921875)    3806
(-0.004150390625, -0.9814453125, 0.044677734375)    3806
(-0.0068359375, -0.9775390625, 0.045166015625)    3806
(-0.0048828125, -0.98486328125, 0.0390625)    3806
(-0.0068359375, -0.98291015625, 0.04296875)    3806
(-0.00244140625, -0.980712890625, 0.044677734375)    3806
(-0.00390625, -0.9794921875, 0.0400390625)    3806
(-0.0029296875, -0.981201171875, 0.046630859375)    3806
(-0.005859375, -0.9814453125, 0.0419921875)    3806
(0.00048828125, -0.978515625, 0.043212890625)    3806
(-0.00439453125, -0.97998046875, 0.04443359375)    3806
(0.0, -0.98193359375, 0.045166015625)    3806
(-0.00341796875, -0.979248046875, 0.043701171875)    3806
(-0.0048828125, -0.98046875, 0.046875)    3806
(-0.00390625, -0.9814453125, 0.046630859375)    3806
(-0.000732421875, -0.9814453125, 0.04541015625)    3806
(-0.00537109375, -0.976806640625, 0.045166015625)    3806
(-0.00341796875, -0.97900390625, 0.044921875)    3806
(-0.0068359375, -0.982666015625, 0.046630859375)    3806
(-0.00537109375, -0.974609375, 0.04052734375)    3806
(-0.002197265625, -0.977294921875, 0.04345703125)    3806
(-0.00146484375, -0.97802734375, 0.04443359375)    3806
(-0.002685546875, -0.985595703125, 0.047119140625)    3806
(-0.001953125, -0.983642578125, 0.04296875)    3806
(-0.00390625, -0.984619140625, 0.045166015625)    3806
(-0.00048828125, -0.979248046875, 0.04443359375)    3806
(-0.004150390625, -0.984130859375, 0.0458984375)    3806
(-0.005859375, -0.980224609375, 0.047119140625)    3806
(-0.0029296875, -0.98486328125, 0.04833984375)    3806
(-0.00244140625, -0.97802734375, 0.0458984375)    3806
(-0.00390625, -0.977294921875, 0.0419921875)    3806
(-0.002685546875, -0.97802734375, 0.04541015625)    3806
(-0.00732421875, -0.978759765625, 0.044921875)    3806
(-0.003173828125, -0.980712890625, 0.044921875)    3806
(0.0, -0.978759765625, 0.04248046875)    3806
(-0.00537109375, -0.979736328125, 0.047119140625)    3806
(-0.0009765625, -0.984130859375, 0.04296875)    3806
(-0.00390625, -0.981689453125, 0.044677734375)    3806
(-0.003662109375, -0.9814453125, 0.045166015625)    3806
(-0.0029296875, -0.979248046875, 0.044921875)    3806
(-0.003173828125, -0.980224609375, 0.04638671875)    3806
(-0.001220703125, -0.982177734375, 0.04345703125)    3806
(-0.00537109375, -0.98046875, 0.044189453125)    3806
(-0.0068359375, -0.98095703125, 0.0439453125)    3806
(-0.003662109375, -0.984130859375, 0.04345703125)    3806
(-0.00537109375, -0.983154296875, 0.04150390625)    3806
(-0.00341796875, -0.97998046875, 0.0419921875)    3806
(-0.003173828125, -0.978271484375, 0.04443359375)    3806
(-0.00341796875, -0.979736328125, 0.04541015625)    3806
(-0.00537109375, -0.98291015625, 0.045166015625)    3806
(-0.00390625, -0.9814453125, 0.044921875)    3806
(-0.002685546875, -0.983642578125, 0.0439453125)    3806
(-0.005126953125, -0.983642578125, 0.04443359375)    3806
(-0.003662109375, -0.98046875, 0.0419921875)    3806
(-0.005126953125, -0.9833984375, 0.045166015625)    3806
(-0.002685546875, -0.98095703125, 0.046875)    3806
(-0.00732421875, -0.9814453125, 0.046630859375)    3806
(-0.004150390625, -0.982177734375, 0.044189453125)    3806
(-0.0029296875, -0.9765625, 0.043212890625)    3806
(-0.001708984375, -0.9794921875, 0.046875)    3806
(-0.0029296875, -0.98046875, 0.04541015625)    3806
(-0.002685546875, -0.98095703125, 0.04345703125)    3806
(-0.001708984375, -0.9833984375, 0.04638671875)    3806
(-0.0068359375, -0.981689453125, 0.0458984375)    3806
(-0.002685546875, -0.984375, 0.044189453125)    3806
(-0.005859375, -0.983154296875, 0.046875)    3806
(-0.002197265625, -0.97900390625, 0.046630859375)    3806
(-0.003662109375, -0.97705078125, 0.04443359375)    3806
(-0.00927734375, -0.981689453125, 0.044677734375)    3806
(-0.00390625, -0.981201171875, 0.04150390625)    3806
(-0.005126953125, -0.98046875, 0.04443359375)    3806
(0.000732421875, -0.980712890625, 0.042236328125)    3806
(-0.00439453125, -0.98193359375, 0.04248046875)    3806
(-0.002685546875, -0.97998046875, 0.046630859375)    3806
(-0.003662109375, -0.97705078125, 0.0478515625)    3806
(-0.0048828125, -0.978271484375, 0.046142578125)    3806
(-0.00244140625, -0.980224609375, 0.046630859375)    3806
(-0.003173828125, -0.984130859375, 0.04443359375)    3806
(-0.0029296875, -0.984130859375, 0.045166015625)    3806
(-0.00390625, -0.982177734375, 0.04541015625)    3806
(-0.0048828125, -0.979248046875, 0.046142578125)    3806
(-0.004150390625, -0.98291015625, 0.045654296875)    3806
(-0.0048828125, -0.983154296875, 0.04736328125)    3806
(-0.0029296875, -0.97412109375, 0.04296875)    3806
(-0.0048828125, -0.977783203125, 0.04443359375)    3806
(-0.005859375, -0.978515625, 0.045654296875)    3806
(-0.0029296875, -0.98193359375, 0.044677734375)    3806
(-0.00341796875, -0.98095703125, 0.043701171875)    3806
(-0.005859375, -0.979248046875, 0.048583984375)    3806
(-0.004150390625, -0.978515625, 0.04443359375)    3806
(-0.000732421875, -0.978759765625, 0.046875)    3806
(-0.0029296875, -0.9814453125, 0.045166015625)    3806
(-0.002685546875, -0.978271484375, 0.043701171875)    3806
(-0.005615234375, -0.980712890625, 0.047119140625)    3806
(-0.002197265625, -0.98046875, 0.047119140625)    3806
(-0.00244140625, -0.981201171875, 0.04296875)    3806
(-0.005859375, -0.97998046875, 0.045166015625)    3806
(-0.00390625, -0.9755859375, 0.03955078125)    3806
(-0.00439453125, -0.983154296875, 0.046142578125)    3806
(-0.00634765625, -0.980712890625, 0.04443359375)    3806
(-0.002197265625, -0.98193359375, 0.04443359375)    3806
(-0.00244140625, -0.981201171875, 0.0458984375)    3806
(-0.004638671875, -0.977294921875, 0.04296875)    3806
(-0.00634765625, -0.979736328125, 0.042724609375)    3806
(-0.002197265625, -0.98291015625, 0.044189453125)    3806
(-0.005615234375, -0.9814453125, 0.04541015625)    3806
(-0.00390625, -0.976806640625, 0.046630859375)    3806
(-0.002197265625, -0.982666015625, 0.043212890625)    3806
(-0.00341796875, -0.98291015625, 0.046142578125)    3806
(-0.008056640625, -0.983154296875, 0.047607421875)    3806
(-0.0029296875, -0.9794921875, 0.043701171875)    3806
(-0.00244140625, -0.976318359375, 0.043701171875)    3806
(-0.003662109375, -0.98095703125, 0.0458984375)    3806
(-0.0009765625, -0.98046875, 0.0478515625)    3806
(-0.002197265625, -0.9814453125, 0.043212890625)    3806
(-0.00439453125, -0.981201171875, 0.045654296875)    3806
(-0.001708984375, -0.97998046875, 0.045654296875)    3806
(-0.00537109375, -0.9794921875, 0.04052734375)    3806
(-0.0048828125, -0.976806640625, 0.04541015625)    3806
(-0.00634765625, -0.985107421875, 0.04443359375)    3806
(-0.00390625, -0.98095703125, 0.044189453125)    3806
(-0.0048828125, -0.982177734375, 0.046630859375)    3806
(-0.0048828125, -0.981201171875, 0.04248046875)    3806
(-0.0078125, -0.97900390625, 0.04248046875)    3806
(-0.003173828125, -0.983154296875, 0.045654296875)    3806
(-0.003173828125, -0.97998046875, 0.044189453125)    3806
(-0.0078125, -0.98095703125, 0.04736328125)    3806
(-0.00537109375, -0.979248046875, 0.046142578125)    3806
(-0.0029296875, -0.9814453125, 0.047607421875)    3806
(-0.0078125, -0.982421875, 0.04248046875)    3806
(-0.00537109375, -0.98095703125, 0.045654296875)    3806
(-0.00634765625, -0.98193359375, 0.04296875)    3806
(-0.00537109375, -0.98291015625, 0.043212890625)    3806
(-0.002685546875, -0.978271484375, 0.046630859375)    3806
(-0.0048828125, -0.978271484375, 0.04638671875)    3806
(-0.00439453125, -0.97607421875, 0.045654296875)    3806
(-0.00439453125, -0.9755859375, 0.046630859375)    3806
(-0.00537109375, -0.980224609375, 0.047607421875)    3806
(-0.005859375, -0.9814453125, 0.044189453125)    3806
(-0.001708984375, -0.98046875, 0.0458984375)    3806
(-0.00341796875, -0.979736328125, 0.04638671875)    3806
(-0.00537109375, -0.975830078125, 0.04345703125)    3806
(-0.004638671875, -0.977783203125, 0.043212890625)    3806
(-0.00439453125, -0.982421875, 0.046630859375)    3806
(-0.005126953125, -0.98046875, 0.04345703125)    3806
(-0.00634765625, -0.97900390625, 0.044921875)    3806
(-0.00537109375, -0.98046875, 0.0439453125)    3806
(-0.005859375, -0.9794921875, 0.046142578125)    3806
(-0.00341796875, -0.9794921875, 0.046142578125)    3806
(-0.00537109375, -0.984130859375, 0.040771484375)    3806
(-0.005126953125, -0.982421875, 0.046142578125)    3806
(-0.00390625, -0.9814453125, 0.045166015625)    3806
(-0.005859375, -0.981201171875, 0.044921875)    3806
(-0.0048828125, -0.981201171875, 0.04541015625)    3806
(-0.00439453125, -0.978271484375, 0.04736328125)    3806
(-0.001708984375, -0.980224609375, 0.04931640625)    3806
(-0.00439453125, -0.982666015625, 0.04833984375)    3806
(-0.002685546875, -0.97998046875, 0.0458984375)    3806
(-0.005859375, -0.978271484375, 0.044189453125)    3806
(-0.004150390625, -0.9814453125, 0.042724609375)    3806
(-0.001708984375, -0.984130859375, 0.0458984375)    3806
(-0.00390625, -0.97998046875, 0.04541015625)    3806
(-0.003173828125, -0.978271484375, 0.04638671875)    3806
(-0.00146484375, -0.97900390625, 0.046630859375)    3806
(-0.00439453125, -0.98095703125, 0.045654296875)    3806
(-0.002685546875, -0.9794921875, 0.046142578125)    3806
(-0.0048828125, -0.976806640625, 0.046142578125)    3806
(-0.004638671875, -0.9794921875, 0.045166015625)    3806
(-0.00390625, -0.976318359375, 0.046630859375)    3806
(-0.002197265625, -0.977294921875, 0.0458984375)    3806
(-0.0048828125, -0.984619140625, 0.046875)    3806
(-0.003173828125, -0.9833984375, 0.04638671875)    3806
(-0.00537109375, -0.977783203125, 0.045654296875)    3806
(-0.00439453125, -0.98095703125, 0.047119140625)    3806
(-0.005859375, -0.979736328125, 0.045654296875)    3806
(-0.004638671875, -0.9794921875, 0.047119140625)    3806
(-0.00537109375, -0.98046875, 0.046142578125)    3806
(-0.003662109375, -0.98291015625, 0.045654296875)    3806
(-0.004638671875, -0.981689453125, 0.04736328125)    3806
(0.000244140625, -0.98095703125, 0.044921875)    3806
(-0.009765625, -0.984375, 0.04541015625)    3806
(-0.00341796875, -0.983154296875, 0.04443359375)    3806
(-0.001220703125, -0.982421875, 0.044921875)    3806
(-0.003173828125, -0.983154296875, 0.045166015625)    3806
(-0.00537109375, -0.98193359375, 0.044921875)    3806
(-0.00341796875, -0.978515625, 0.046875)    3806
(-0.004150390625, -0.9814453125, 0.043212890625)    3806
(-0.003662109375, -0.98095703125, 0.046142578125)    3806
(-0.001220703125, -0.9833984375, 0.044677734375)    3806
(-0.004638671875, -0.978515625, 0.047607421875)    3806
(-0.00390625, -0.980712890625, 0.05029296875)    3806
(-0.003173828125, -0.978759765625, 0.04638671875)    3806
(-0.0048828125, -0.981689453125, 0.049560546875)    3806
(-0.0068359375, -0.976806640625, 0.046142578125)    3806
(-0.0048828125, -0.975830078125, 0.04541015625)    3806
(-0.0048828125, -0.980224609375, 0.047607421875)    3806
(-0.002685546875, -0.977783203125, 0.046142578125)    3806
(-0.005859375, -0.97998046875, 0.04443359375)    3806
(-0.0068359375, -0.979736328125, 0.04541015625)    3806
(-0.00244140625, -0.978271484375, 0.04833984375)    3806
(-0.00146484375, -0.979248046875, 0.04833984375)    3806
(-0.004150390625, -0.9814453125, 0.045166015625)    3806
(-0.00439453125, -0.98291015625, 0.046142578125)    3806
(-0.00439453125, -0.97900390625, 0.046630859375)    3806
(-0.00439453125, -0.98388671875, 0.044189453125)    3806
(-0.00537109375, -0.9775390625, 0.047119140625)    3806
(-0.00537109375, -0.976318359375, 0.04443359375)    3806
(-0.0078125, -0.9833984375, 0.046142578125)    3806
(-0.005859375, -0.982666015625, 0.043701171875)    3806
(-0.004150390625, -0.98193359375, 0.04443359375)    3806
(-0.0029296875, -0.978759765625, 0.044189453125)    3806
(-0.00341796875, -0.979736328125, 0.046875)    3806
(-0.00341796875, -0.98193359375, 0.042724609375)    3806
(-0.00537109375, -0.982177734375, 0.04541015625)    3806
(-0.00537109375, -0.9794921875, 0.0439453125)    3806
