

301992023    17Mar2015N37   TSS-WL                  v2.0.0  

(0.191650390625, -1.168212890625, -0.900634765625)    3819
(-0.205810546875, -0.393798828125, -0.76220703125)    3819
(-0.221923828125, -0.719482421875, -0.63232421875)    3819
(-0.0986328125, -0.78759765625, -0.76953125)    3819
(-0.070068359375, -0.536865234375, -0.7587890625)    3819
(0.089599609375, -0.45458984375, -0.91748046875)    3819
(0.0986328125, -2.0, -2.0)    3819
(-0.07470703125, 0.30126953125, -0.357177734375)    3819
(-0.012939453125, 0.079833984375, -0.882080078125)    3819
(-0.062744140625, 0.13623046875, -1.09521484375)    3819
(-0.014892578125, 0.18603515625, -1.037841796875)    3819
(-0.014892578125, 0.245361328125, -1.028076171875)    3819
(-0.02734375, 0.263671875, -0.9814453125)    3819
(-0.02783203125, 0.317626953125, -0.9658203125)    3819
(-0.027587890625, 0.365478515625, -0.95947265625)    3819
(-0.01904296875, 0.439453125, -0.9072265625)    3819
(-0.043212890625, 0.49462890625, -0.80615234375)    3819
(-0.013916015625, 0.585205078125, -0.7705078125)    3819
(0.233154296875, 0.397705078125, 0.09765625)    3819
(-0.030029296875, 0.5166015625, -0.263671875)    3819
(-0.171630859375, 0.49609375, -0.443359375)    3819
(-0.202392578125, 0.462158203125, -0.46142578125)    3819
(2.0, -0.154296875, 1.4501953125)    3819
(-0.095458984375, 0.461669921875, -0.037353515625)    3819
(-0.18505859375, 0.9111328125, 0.072998046875)    3819
(0.0126953125, 0.965576171875, -0.015625)    3819
(0.033203125, 1.079345703125, -0.003173828125)    3819
(-0.053955078125, 0.920654296875, -0.052001953125)    3819
(-0.005859375, 0.99951171875, -0.03173828125)    3819
(-0.03076171875, 0.966796875, -0.0419921875)    3819
(-0.0380859375, 0.94921875, -0.04345703125)    3819
(-0.02294921875, 0.97021484375, -0.03515625)    3819
(-0.028076171875, 0.8798828125, -0.099609375)    3819
(-0.107666015625, 0.769287109375, -0.041015625)    3819
(-0.00830078125, 0.998046875, -0.02880859375)    3819
(-0.030517578125, 0.927978515625, -0.0341796875)    3819
