

Device Info|Serial Number|Firmware Version|Hardware Version
|301992023;17Mar2015N37;TSS-WL                  v2.0.0  

Raw Accelerometer Data|Time|Battery
(-0.003173828125, 0.97119140625, -0.01904296875)|6.70639135572|61 % 
(0.002197265625, 0.9697265625, -0.020263671875)|6.71586968794|61 % 
(-0.00439453125, 0.970947265625, -0.02197265625)|6.73547109389|61 % 
(-0.00341796875, 0.973876953125, -0.020751953125)|6.74496127798|61 % 
(-0.000244140625, 0.9736328125, -0.021240234375)|6.75444790651|61 % 
(0.000244140625, 0.97216796875, -0.01953125)|6.76450105422|61 % 
(-0.000244140625, 0.97314453125, -0.02001953125)|6.77403192972|61 % 
(0.0, 0.970458984375, -0.0224609375)|6.78360547193|61 % 
(-0.003173828125, 0.9736328125, -0.02099609375)|6.79322721173|61 % 
(0.000732421875, 0.975341796875, -0.01806640625)|6.80263127225|61 % 
(-0.001708984375, 0.974609375, -0.02099609375)|6.81257182725|61 % 
(-0.00244140625, 0.96875, -0.02099609375)|6.82216433244|61 % 
(-0.002197265625, 0.9755859375, -0.0185546875)|6.83168375113|61 % 
(-0.001708984375, 0.975830078125, -0.01904296875)|6.85079646514|61 % 
(-0.001708984375, 0.97021484375, -0.02001953125)|6.86022462446|61 % 
(-0.000244140625, 0.97265625, -0.02197265625)|6.86978591975|61 % 
(-0.003173828125, 0.97314453125, -0.021728515625)|6.89839039809|61 % 
(-0.003173828125, 0.969970703125, -0.019775390625)|6.90795959462|61 % 
(-0.001953125, 0.9755859375, -0.021484375)|6.91738301319|61 % 
(-0.001220703125, 0.97900390625, -0.021728515625)|6.92692495043|61 % 
(-0.001953125, 0.97216796875, -0.022216796875)|6.93695676479|61 % 
(-0.0009765625, 0.971923828125, -0.022216796875)|6.94703835698|61 % 
(0.002685546875, 0.97509765625, -0.021728515625)|6.95702039351|61 % 
(0.000732421875, 0.976806640625, -0.023193359375)|6.96677250383|61 % 
(-0.001953125, 0.977783203125, -0.021240234375)|6.97608332968|61 % 
(-0.002197265625, 0.9755859375, -0.021240234375)|6.98608077363|61 % 
(-0.00048828125, 0.971923828125, -0.01806640625)|6.99563890841|61 % 
(-0.003173828125, 0.9736328125, -0.01953125)|7.00565096966|61 % 
(-0.000244140625, 0.9765625, -0.0185546875)|7.01518303034|61 % 
(-0.00537109375, 0.972412109375, -0.018798828125)|7.0249169678|61 % 
(-0.002685546875, 0.9697265625, -0.022705078125)|7.03421673191|61 % 
(-0.000732421875, 0.976806640625, -0.020263671875)|7.04424459565|61 % 
(-0.000732421875, 0.97607421875, -0.017578125)|7.05422031117|61 % 
(-0.00244140625, 0.973388671875, -0.02099609375)|7.06376145829|61 % 
(-0.00244140625, 0.972412109375, -0.02001953125)|7.07376680348|61 % 
(-0.00048828125, 0.974609375, -0.021240234375)|7.08344938285|61 % 
(0.001708984375, 0.974365234375, -0.0224609375)|7.0932733945|61 % 
(-0.0009765625, 0.9736328125, -0.02197265625)|7.10290738122|61 % 
(-0.000732421875, 0.9716796875, -0.020263671875)|7.11241415792|61 % 
(-0.00146484375, 0.970458984375, -0.01904296875)|7.12242029324|61 % 
(0.00048828125, 0.97607421875, -0.020751953125)|7.13195314404|61 % 
(-0.001708984375, 0.97412109375, -0.0185546875)|7.14203750167|61 % 
(-0.00048828125, 0.970947265625, -0.02001953125)|7.15145736469|61 % 
(-0.001708984375, 0.970703125, -0.02099609375)|7.1800705344|61 % 
(-0.003173828125, 0.971435546875, -0.022705078125)|7.18957573086|61 % 
(0.0, 0.97119140625, -0.01806640625)|7.19917732248|61 % 
(-0.0009765625, 0.975830078125, -0.0185546875)|7.20864498802|61 % 
(-0.002197265625, 0.97509765625, -0.02001953125)|7.21857685165|61 % 
(-0.0009765625, 0.97705078125, -0.019775390625)|7.22856125854|61 % 
(-0.003662109375, 0.967529296875, -0.020751953125)|7.23809371428|61 % 
(-0.0009765625, 0.974609375, -0.023193359375)|7.24762498484|61 % 
(-0.002685546875, 0.972412109375, -0.0185546875)|7.2578981822|61 % 
(-0.0029296875, 0.97265625, -0.0185546875)|7.26716713146|61 % 
(-0.0009765625, 0.974609375, -0.021484375)|7.27707924197|61 % 
(-0.00244140625, 0.97314453125, -0.01953125)|7.28664685825|61 % 
(-0.000244140625, 0.97412109375, -0.01806640625)|7.29610622748|61 % 
(0.00048828125, 0.973876953125, -0.02294921875)|7.30564737459|61 % 
(-0.00048828125, 0.97509765625, -0.02099609375)|7.32472413794|61 % 
(0.00146484375, 0.972412109375, -0.01904296875)|7.33425501344|61 % 
(-0.002197265625, 0.97705078125, -0.02099609375)|7.34376495064|61 % 
(-0.001953125, 0.97607421875, -0.02099609375)|7.35329187551|61 % 
(0.001220703125, 0.972900390625, -0.019775390625)|7.36281208432|61 % 
(0.0, 0.97265625, -0.02197265625)|7.3818833168|61 % 
(-0.00146484375, 0.97509765625, -0.022216796875)|7.39189182249|61 % 
(0.000244140625, 0.9716796875, -0.021240234375)|7.40148906843|61 % 
(-0.001708984375, 0.9755859375, -0.020751953125)|7.41106261064|61 % 
(-0.00048828125, 0.9765625, -0.02001953125)|7.42084237532|61 % 
(-0.001708984375, 0.972412109375, -0.021240234375)|7.43051152258|61 % 
(0.001220703125, 0.96728515625, -0.02001953125)|7.43991795348|61 % 
(-0.00390625, 0.97314453125, -0.021484375)|7.44941880425|61 % 
(-0.005126953125, 0.9765625, -0.02197265625)|7.45893111182|61 % 
(-0.0029296875, 0.9736328125, -0.02099609375)|7.46900914846|61 % 
(-0.00244140625, 0.97412109375, -0.021484375)|7.47851394984|61 % 
(-0.00048828125, 0.974609375, -0.02197265625)|7.48829134415|61 % 
(-0.00439453125, 0.973876953125, -0.02294921875)|7.4975729354|61 % 
(-0.0009765625, 0.9716796875, -0.02294921875)|7.50710934176|61 % 
(-0.0009765625, 0.971923828125, -0.0185546875)|7.51663705676|61 % 
(-0.002197265625, 0.974609375, -0.023193359375)|7.52667953779|61 % 
(0.0, 0.975341796875, -0.01953125)|7.53824261323|61 % 
(-0.00048828125, 0.970947265625, -0.01806640625)|7.54769487134|61 % 
(-0.000732421875, 0.974609375, -0.01953125)|7.56669894325|61 % 
(-0.001708984375, 0.97412109375, -0.022705078125)|7.57625628791|61 % 
(-0.00146484375, 0.970703125, -0.02001953125)|7.58577965722|61 % 
(-0.002197265625, 0.97607421875, -0.01806640625)|7.59550845887|61 % 
(0.0009765625, 0.9775390625, -0.0224609375)|7.60487972924|61 % 
(-0.003173828125, 0.97412109375, -0.0205078125)|7.61439717262|61 % 
(-0.00244140625, 0.971435546875, -0.01904296875)|7.62438394989|61 % 
(-0.00146484375, 0.972900390625, -0.02294921875)|7.64343384901|61 % 
(-0.001953125, 0.974609375, -0.01806640625)|7.65296116894|61 % 
(0.00048828125, 0.971435546875, -0.02099609375)|7.6624505629|61 % 
(-0.001953125, 0.97412109375, -0.01953125)|7.67197314209|61 % 
(-0.001220703125, 0.96875, -0.02001953125)|7.681532067|61 % 
(0.0, 0.970458984375, -0.0205078125)|7.69110165859|61 % 
(-0.0029296875, 0.9775390625, -0.020263671875)|7.70111332478|61 % 
(-0.001220703125, 0.977294921875, -0.01904296875)|7.72065468127|61 % 
(-0.001708984375, 0.97314453125, -0.0205078125)|7.73018871726|61 % 
(-0.002685546875, 0.97412109375, -0.01953125)|7.7396982594|61 % 
(-0.003173828125, 0.972412109375, -0.020751953125)|7.74919792498|61 % 
(0.00048828125, 0.9736328125, -0.021484375)|7.75878687461|61 % 
(-0.00244140625, 0.974853515625, -0.01806640625)|7.76830194762|61 % 
(-0.003173828125, 0.970947265625, -0.02001953125)|7.7777692181|61 % 
(0.000244140625, 0.973388671875, -0.01953125)|7.78733683437|61 % 
(-0.003173828125, 0.97314453125, -0.02197265625)|7.79685190738|61 % 
(-0.00048828125, 0.973388671875, -0.0185546875)|7.80636144951|61 % 
(-0.00048828125, 0.974853515625, -0.022216796875)|7.81589627563|61 % 
(-0.00146484375, 0.973876953125, -0.022216796875)|7.834947755|61 % 
(-0.0029296875, 0.9765625, -0.018798828125)|7.85402530847|61 % 
(-0.0048828125, 0.975341796875, -0.02294921875)|7.86351667775|61 % 
(-0.000244140625, 0.969970703125, -0.021728515625)|7.87307165204|61 % 
(-0.001708984375, 0.97412109375, -0.01953125)|7.8831086022|61 % 
