

Device Info|WL Sensor|Firmware Version|Hardware Version
|<YEI3Space WL:12000857>;17Mar2015N37;TSS-WL                  v2.0.0  

Raw Accelerometer Data (X, Y, Z)|Time|Battery
(-0.089111328125, 0.83544921875, -0.529296875)|6.80503008991|34 % 
(-0.05859375, 0.859375, -0.5234375)|6.81488728678|34 % 
(-0.0361328125, 0.873291015625, -0.51220703125)|6.82444226107|34 % 
(-0.072265625, 0.875732421875, -0.53662109375)|6.833975902|34 % 
(-0.07177734375, 0.801513671875, -0.53076171875)|6.84347517251|34 % 
(-0.099365234375, 0.842041015625, -0.51416015625)|6.85305819622|34 % 
(-0.101806640625, 0.84033203125, -0.4970703125)|6.86254640499|34 % 
(-0.107421875, 0.85400390625, -0.511474609375)|6.87210414472|34 % 
(-0.091796875, 0.87255859375, -0.4990234375)|6.8820541812|34 % 
(-0.085205078125, 0.87158203125, -0.48046875)|6.89159809375|34 % 
(-0.05859375, 0.868408203125, -0.457275390625)|6.90114911741|34 % 
(-0.08740234375, 0.881103515625, -0.45263671875)|6.91118646264|34 % 
(0.006103515625, 0.967529296875, -0.44580078125)|6.92068889366|34 % 
(-0.10107421875, 0.84765625, -0.42333984375)|6.93073018951|34 % 
(-0.113037109375, 0.876220703125, -0.429931640625)|6.94028437367|34 % 
(-0.14208984375, 0.86474609375, -0.408447265625)|6.95986128576|34 % 
(-0.197509765625, 0.857421875, -0.426025390625)|6.96993458165|34 % 
(-0.14208984375, 0.90380859375, -0.438720703125)|6.97985893909|34 % 
(-0.1669921875, 0.860107421875, -0.431396484375)|6.98942695043|34 % 
(-0.13720703125, 0.880859375, -0.450439453125)|6.99893649257|34 % 
(-0.080810546875, 0.911376953125, -0.36376953125)|7.0185035281|34 % 
(-0.07421875, 0.91357421875, -0.35107421875)|7.02800279862|34 % 
(-0.087158203125, 0.916259765625, -0.358642578125)|7.03744162462|34 % 
(-0.07666015625, 0.923828125, -0.3515625)|7.04745605624|34 % 
(-0.066650390625, 0.9306640625, -0.3564453125)|7.05701893178|34 % 
(-0.076416015625, 0.9970703125, -0.339599609375)|7.06650042449|34 % 
(-0.0126953125, 0.86962890625, -0.37109375)|7.07606409015|34 % 
(-0.180908203125, 0.854736328125, -0.35205078125)|7.08570163244|34 % 
(-0.098876953125, 0.898193359375, -0.37451171875)|7.10463261784|34 % 
(-0.0869140625, 0.91748046875, -0.35498046875)|7.11414887603|34 % 
(-0.106201171875, 0.916748046875, -0.35986328125)|7.12366710953|34 % 
(-0.108154296875, 0.9091796875, -0.34619140625)|7.13317546648|34 % 
(-0.107421875, 0.916015625, -0.34326171875)|7.14296036697|34 % 
(-0.095703125, 0.92431640625, -0.3486328125)|7.15221864954|34 % 
(-0.0966796875, 0.929931640625, -0.349609375)|7.16172779662|34 % 
(-0.11572265625, 0.91943359375, -0.349609375)|7.17124761037|34 % 
(-0.1162109375, 0.900634765625, -0.3310546875)|7.18080218959|34 % 
(-0.116943359375, 0.91943359375, -0.33935546875)|7.19036467006|34 % 
(-0.113037109375, 0.917236328125, -0.3408203125)|7.19992003941|34 % 
(-0.103759765625, 0.9384765625, -0.33154296875)|7.20939718645|34 % 
(-0.132568359375, 0.923583984375, -0.34423828125)|7.21893556812|34 % 
(-0.123291015625, 0.8994140625, -0.320556640625)|7.22897172816|34 % 
(-0.12841796875, 0.906982421875, -0.328125)|7.23852235677|34 % 
(-0.1220703125, 0.9248046875, -0.337890625)|7.24852967727|34 % 
(-0.120361328125, 0.93505859375, -0.3427734375)|7.25808702193|34 % 
(-0.134521484375, 0.9306640625, -0.337646484375)|7.26757997145|34 % 
(-0.149169921875, 0.904296875, -0.322265625)|7.27711953831|34 % 
(-0.15087890625, 0.90380859375, -0.3125)|7.28662117921|34 % 
(-0.14501953125, 0.908935546875, -0.3212890625)|7.296166672|34 % 
(-0.134033203125, 0.92236328125, -0.3310546875)|7.30613290603|34 % 
(-0.14208984375, 0.92041015625, -0.31982421875)|7.31573173223|34 % 
(-0.1435546875, 0.918212890625, -0.32373046875)|7.32520927432|34 % 
(-0.1455078125, 0.92138671875, -0.32958984375)|7.33472039671|34 % 
(-0.153076171875, 0.904296875, -0.32421875)|7.34422480303|34 % 
(-0.16015625, 0.9091796875, -0.326171875)|7.35379162919|34 % 
(-0.15185546875, 0.911865234375, -0.32080078125)|7.36328141821|34 % 
(-0.1513671875, 0.915771484375, -0.3310546875)|7.37295530622|34 % 
(-0.1474609375, 0.921875, -0.332763671875)|7.3823660828|34 % 
(-0.148681640625, 0.912109375, -0.32763671875)|7.39206130417|34 % 
(-0.162109375, 0.90869140625, -0.326171875)|7.40141993255|34 % 
(-0.150390625, 0.91064453125, -0.32763671875)|7.41100177106|34 % 
(-0.146484375, 0.918212890625, -0.32763671875)|7.42096247423|34 % 
(-0.14794921875, 0.923828125, -0.326171875)|7.43052060901|34 % 
(-0.14599609375, 0.91455078125, -0.333984375)|7.43999696592|34 % 
(-0.153076171875, 0.9248046875, -0.33447265625)|7.44951796486|34 % 
(-0.15625, 0.9189453125, -0.32958984375)|7.4590745194|34 % 
(-0.208251953125, 0.924560546875, -0.259033203125)|7.4685959134|34 % 
(-0.154541015625, 0.89404296875, -0.360595703125)|7.4780963691|34 % 
(-0.11572265625, 0.918212890625, -0.357421875)|7.48770744222|34 % 
(-0.161865234375, 0.917236328125, -0.345703125)|7.49716760158|34 % 
(-0.1513671875, 0.918701171875, -0.336669921875)|7.50667279803|34 % 
(-0.13916015625, 0.918212890625, -0.335205078125)|7.51669908152|34 % 
(-0.14453125, 0.931884765625, -0.33837890625)|7.52668625385|34 % 
(-0.12548828125, 0.929443359375, -0.3203125)|7.53619579599|34 % 
(-0.125, 0.94091796875, -0.290771484375)|7.54576222708|34 % 
(0.089599609375, 0.98486328125, -0.269287109375)|7.56495237328|34 % 
(-0.14599609375, 0.89111328125, -0.26171875)|7.57499011357|34 % 
(-0.123291015625, 0.90283203125, -0.30078125)|7.5845174335|34 % 
(-0.09326171875, 0.894287109375, -0.29931640625)|7.59398312373|34 % 
(-0.110107421875, 0.94482421875, -0.30517578125)|7.60359301167|34 % 
(-0.12841796875, 0.9443359375, -0.3056640625)|7.62258483664|34 % 
(-0.0859375, 0.955322265625, -0.289306640625)|7.63217694678|34 % 
(-0.0771484375, 0.953857421875, -0.28857421875)|7.64161221722|34 % 
(0.017822265625, 0.863037109375, -0.30517578125)|7.65119208043|34 % 
(-0.07861328125, 0.866455078125, -0.2783203125)|7.66075574608|34 % 
(-0.096923828125, 0.85693359375, -0.29345703125)|7.6702581771|34 % 
(-0.088134765625, 0.947998046875, -0.309326171875)|7.68936970592|34 % 
(-0.04052734375, 0.941650390625, -0.359375)|7.69889268017|34 % 
(-0.039306640625, 0.979248046875, -0.3740234375)|7.70836785189|34 % 
(-0.02880859375, 0.973876953125, -0.4033203125)|7.71805833251|34 % 
(-0.033203125, 0.9462890625, -0.4091796875)|7.72746871404|34 % 
(-0.044921875, 0.945556640625, -0.393798828125)|7.73726981207|34 % 
(-0.026123046875, 0.92333984375, -0.36474609375)|7.74678607026|34 % 
(-0.021240234375, 0.9375, -0.349609375)|7.75635052605|34 % 
(0.019287109375, 0.92626953125, -0.302734375)|7.76582727802|34 % 
(0.01953125, 0.89306640625, -0.30126953125)|7.77553553644|34 % 
(-0.018798828125, 0.909912109375, -0.330078125)|7.78498344887|34 % 
(-0.01171875, 0.918212890625, -0.40771484375)|7.79444716379|34 % 
(0.04150390625, 0.931884765625, -0.4208984375)|7.80444974355|34 % 
(-0.00341796875, 0.937255859375, -0.394287109375)|7.81398773016|34 % 
(-0.0419921875, 0.942626953125, -0.3369140625)|7.82353203777|34 % 
(-0.02294921875, 0.93603515625, -0.339599609375)|7.83310913554|34 % 
(-0.060791015625, 0.948486328125, -0.30810546875)|7.85258333146|34 % 
(-0.080322265625, 0.904296875, -0.2646484375)|7.8621774169|34 % 
(-0.0888671875, 0.885009765625, -0.27880859375)|7.8716517985|34 % 
(-0.056884765625, 0.88671875, -0.287841796875)|7.89094150038|34 % 
