<YEI3Space WL:12000861>


           R,                   i,                  j,                    k,        %,  Button

(0.13793082535266876, -0.8464564085006714, -0.1316549926996231, 0.4971455931663513, 69, 0)
(0.13790395855903625, -0.8464599251747131, -0.13166560232639313, 0.49714431166648865, 69, 0)
(0.1379818469285965, -0.8465074896812439, -0.1316799819469452, 0.49703770875930786, 69, 0)
(0.13808925449848175, -0.84650719165802, -0.13169127702713013, 0.4970056414604187, 69, 0)
(0.13813208043575287, -0.8464924693107605, -0.13163527846336365, 0.49703359603881836, 69, 0)
(0.13805067539215088, -0.8464943170547485, -0.13160157203674316, 0.49706193804740906, 69, 0)
(0.13812308013439178, -0.8465165495872498, -0.13151831924915314, 0.49702590703964233, 69, 0)
(0.13826081156730652, -0.8465301990509033, -0.13149280846118927, 0.4969712197780609, 69, 0)
(0.13821673393249512, -0.8465625643730164, -0.13147768378257751, 0.49693217873573303, 69, 0)
(0.1382792890071869, -0.8465519547462463, -0.1314755380153656, 0.49693354964256287, 69, 0)
(0.1383000612258911, -0.8465656638145447, -0.13152702152729034, 0.49689069390296936, 69, 0)
(0.13828890025615692, -0.8466214537620544, -0.1316462606191635, 0.49676713347435, 69, 0)
(0.1382569521665573, -0.8466050028800964, -0.1316516399383545, 0.49680256843566895, 69, 0)
(0.13826288282871246, -0.84660404920578, -0.13162072002887726, 0.49681079387664795, 69, 0)
(0.138292133808136, -0.8465806841850281, -0.13160128891468048, 0.496847927570343, 69, 0)
(0.13827863335609436, -0.8465785980224609, -0.13161785900592804, 0.4968506693840027, 69, 0)
(0.1382850706577301, -0.8465879559516907, -0.13165953755378723, 0.4968220889568329, 69, 0)
(0.1382264643907547, -0.8466292023658752, -0.13167378306388855, 0.4967639446258545, 69, 0)
(0.13829056918621063, -0.8466008901596069, -0.13158927857875824, 0.49681705236434937, 69, 0)
(0.13822773098945618, -0.8465816378593445, -0.1315368264913559, 0.4968811273574829, 69, 0)
(0.13822530210018158, -0.8465807437896729, -0.1316145658493042, 0.49686264991760254, 69, 0)
(0.13809111714363098, -0.8465629816055298, -0.13165044784545898, 0.49692073464393616, 69, 0)
(0.1380796730518341, -0.8465249538421631, -0.13168483972549438, 0.4969794750213623, 69, 0)
(0.1381043940782547, -0.8465055227279663, -0.13173039257526398, 0.49699392914772034, 69, 0)
(0.13812053203582764, -0.8465070128440857, -0.13169284164905548, 0.4969967305660248, 69, 0)
(0.13796661794185638, -0.8465144634246826, -0.13171204924583435, 0.49702155590057373, 69, 0)
(0.13788282871246338, -0.846530556678772, -0.13173511624336243, 0.4970114529132843, 69, 0)
(0.1379426270723343, -0.8465739488601685, -0.13179630041122437, 0.49690473079681396, 69, 0)
(0.13792064785957336, -0.8465531468391418, -0.13187547028064728, 0.49692508578300476, 69, 0)
(0.13791953027248383, -0.8465883731842041, -0.13187207281589508, 0.496866375207901, 69, 0)
(0.13790547847747803, -0.8465821146965027, -0.1318032294511795, 0.49689948558807373, 69, 0)
(0.13787709176540375, -0.8465766310691833, -0.13182590901851654, 0.4969105124473572, 69, 0)
(0.13794401288032532, -0.846580445766449, -0.13185513019561768, 0.4968777000904083, 69, 0)
(0.13803184032440186, -0.8465983867645264, -0.13187943398952484, 0.49681609869003296, 69, 0)
(0.1380416303873062, -0.8465971350669861, -0.13192811608314514, 0.49680256843566895, 69, 0)
(0.1380389779806137, -0.8466731905937195, -0.1318950206041336, 0.49668264389038086, 69, 0)
(0.13811063766479492, -0.8466862440109253, -0.13182060420513153, 0.496660053730011, 69, 0)
(0.13815933465957642, -0.8466570973396301, -0.13177239894866943, 0.4967092275619507, 69, 0)
(0.1381317377090454, -0.8466556668281555, -0.13181252777576447, 0.49670860171318054, 69, 0)
(0.13811342418193817, -0.8466886878013611, -0.13184744119644165, 0.49664804339408875, 69, 0)
(0.13811637461185455, -0.8466900587081909, -0.13177590072155, 0.496663898229599, 69, 0)
