<YEI3Space WL:12000861>


           R,                   i,                  j,                    k,        %,  Button

(-0.3504621386528015, 0.045209240168333054, -0.8209481835365295, 0.4485272169113159, 4, 3)
(-0.38877031207084656, 0.014598998241126537, -0.8232046365737915, 0.4134959578514099, 4, 0)
(-0.4218992292881012, -0.015172529965639114, -0.8176151514053345, 0.3915053904056549, 4, 0)
(-0.43596237897872925, -0.03292758762836456, -0.8100156188011169, 0.39080384373664856, 4, 0)
(-0.4477502107620239, -0.051301565021276474, -0.80052250623703, 0.3950340449810028, 4, 0)
(-0.4630690813064575, -0.07797881960868835, -0.7839122414588928, 0.4061625301837921, 4, 0)
(-0.5093218684196472, -0.13713762164115906, -0.7388628721237183, 0.4193642735481262, 4, 0)
(-0.5464974641799927, -0.15786519646644592, -0.714227020740509, 0.40779775381088257, 4, 0)
(-0.5651726722717285, -0.17141781747341156, -0.7039377093315125, 0.39454758167266846, 4, 0)
(-0.5709185600280762, -0.17569518089294434, -0.7010407447814941, 0.38951927423477173, 4, 0)
(-0.5744917988777161, -0.17936833202838898, -0.6972854137420654, 0.3893319368362427, 4, 0)
(-0.5723099112510681, -0.17818014323711395, -0.6964033842086792, 0.394633948802948, 4, 0)
(-0.5622853636741638, -0.17234854400157928, -0.6989184021949768, 0.40699419379234314, 4, 0)
(-0.546333909034729, -0.1630677729845047, -0.7039328813552856, 0.42356446385383606, 4, 0)
(-0.5335919857025146, -0.1552141010761261, -0.7072457075119019, 0.4370262622833252, 4, 0)
(-0.5132238268852234, -0.14245066046714783, -0.7135705947875977, 0.45511147379875183, 4, 0)
(-0.4894220232963562, -0.12927353382110596, -0.7260630130767822, 0.46538904309272766, 4, 0)
(-0.47157612442970276, -0.12017033994197845, -0.7375673055648804, 0.46815547347068787, 4, 0)
(-0.4228357672691345, -0.09819868952035904, -0.7683151364326477, 0.47038158774375916, 4, 0)
(-0.37167370319366455, -0.08251620829105377, -0.7932133674621582, 0.4752500355243683, 4, 0)
(-0.3375474810600281, -0.0718865841627121, -0.8059484362602234, 0.48097941279411316, 4, 0)
(-0.25811344385147095, -0.0440751351416111, -0.8318172097206116, 0.4894029200077057, 4, 0)
(-0.21146085858345032, -0.023048650473356247, -0.8465192317962646, 0.488014817237854, 4, 0)
(-0.11903136968612671, 0.028813010081648827, -0.8723185062408447, 0.4733518362045288, 4, 0)
(-0.059312108904123306, 0.07800126820802689, -0.8839319348335266, 0.4572334587574005, 4, 0)
(-0.001867387443780899, 0.12996365129947662, -0.8817751407623291, 0.4534079134464264, 4, 0)
(0.06767281144857407, 0.17751544713974, -0.8678160905838013, 0.45913422107696533, 4, 0)
(0.14050239324569702, 0.20966197550296783, -0.8474769592285156, 0.46699434518814087, 4, 0)
(0.19761905074119568, 0.22136929631233215, -0.8237521648406982, 0.4830889403820038, 4, 0)
(0.2290739119052887, 0.21615979075431824, -0.796392560005188, 0.5162935256958008, 4, 0)
(0.2402060329914093, 0.21404986083507538, -0.7741896510124207, 0.5450818538665771, 4, 0)
(0.2684727609157562, 0.21741993725299835, -0.7319692373275757, 0.5872580409049988, 4, 0)
(0.32229849696159363, 0.22667506337165833, -0.6730339527130127, 0.6259133815765381, 4, 0)
(0.33661237359046936, 0.23446932435035706, -0.6574349403381348, 0.6320567727088928, 4, 0)
(0.34658798575401306, 0.2615548372268677, -0.6315500736236572, 0.6423476338386536, 4, 0)
(0.3518523573875427, 0.28922542929649353, -0.6010341644287109, 0.656739354133606, 4, 0)
(0.36435192823410034, 0.3049617409706116, -0.5769695043563843, 0.6643436551094055, 4, 0)
(0.37291833758354187, 0.3098394572734833, -0.5661261081695557, 0.6666579246520996, 4, 0)
(0.3804630637168884, 0.30854901671409607, -0.5564475655555725, 0.6711271405220032, 4, 0)
(0.3866480588912964, 0.30399656295776367, -0.5474041700363159, 0.6770807504653931, 4, 0)
(0.39424002170562744, 0.30126434564590454, -0.5376634001731873, 0.6817130446434021, 4, 0)
(0.40766555070877075, 0.2966836988925934, -0.5193687677383423, 0.6899592280387878, 4, 0)
(0.43718409538269043, 0.2864270508289337, -0.473374605178833, 0.7090460062026978, 4, 0)
(0.4451800286769867, 0.29757457971572876, -0.4582037329673767, 0.7094459533691406, 4, 0)
(0.44545432925224304, 0.3224589228630066, -0.46150195598602295, 0.6961371302604675, 4, 0)
(0.4473975598812103, 0.3481671214103699, -0.46849387884140015, 0.6775903105735779, 4, 0)
(0.450074702501297, 0.369537353515625, -0.47225403785705566, 0.6617032885551453, 4, 0)
(0.4519670903682709, 0.3867599070072174, -0.4743117392063141, 0.6489768624305725, 4, 0)
(0.4536459147930145, 0.426919162273407, -0.47583383321762085, 0.6209087371826172, 4, 0)
(0.4545086622238159, 0.484241783618927, -0.466877281665802, 0.5839155912399292, 4, 0)
(0.46088987588882446, 0.49039071798324585, -0.4719860255718231, 0.5694969296455383, 4, 0)
(0.46933913230895996, 0.4976634979248047, -0.4853513836860657, 0.5445052981376648, 4, 0)
(0.47752708196640015, 0.5049479007720947, -0.495897501707077, 0.5206547975540161, 4, 0)
(0.48501747846603394, 0.5104394555091858, -0.5010114908218384, 0.5031872391700745, 4, 0)
(0.49381425976753235, 0.5232949256896973, -0.5089523792266846, 0.4725225269794464, 4, 0)
(0.4975447654724121, 0.539932370185852, -0.5082712173461914, 0.45009201765060425, 4, 0)
(0.49065637588500977, 0.5584866404533386, -0.4868681728839874, 0.4585942327976227, 4, 0)
(0.49318909645080566, 0.5799883604049683, -0.4802209138870239, 0.435621440410614, 4, 0)
(0.4977305233478546, 0.6240192651748657, -0.5261107683181763, 0.2933804392814636, 4, 0)
(0.5607821345329285, 0.5740207433700562, -0.5936217904090881, 0.060307689011096954, 4, 0)
(0.5754925608634949, 0.4617978632450104, -0.6736184358596802, -0.0423012301325798, 4, 0)
(0.5340046882629395, 0.326341837644577, -0.7587361335754395, -0.18071997165679932, 4, 0)
(0.5585182905197144, 0.23429003357887268, -0.7511345148086548, -0.2626071274280548, 4, 0)
(0.5654839277267456, 0.17602761089801788, -0.7491152286529541, -0.2967636287212372, 4, 0)
(0.5621103644371033, 0.14958755671977997, -0.7517334222793579, -0.3107292950153351, 4, 0)
(0.5519500374794006, 0.11444032937288284, -0.7593715786933899, -0.32497647404670715, 4, 0)
(0.539405345916748, 0.07302531599998474, -0.7666013240814209, -0.34063446521759033, 4, 0)
(0.5301707983016968, 0.05197044834494591, -0.7682304382324219, -0.3550211489200592, 4, 0)
(0.52248615026474, 0.04946541041135788, -0.7644423246383667, -0.37441906332969666, 4, 0)
(0.5281376838684082, 0.048362765461206436, -0.7609126567840576, -0.37382301688194275, 4, 0)
(0.5688268542289734, 0.050688184797763824, -0.7380664348602295, -0.35933947563171387, 4, 0)
(0.6130358576774597, 0.05398421734571457, -0.7095855474472046, -0.343163400888443, 4, 0)
(0.6428853869438171, 0.04185473173856735, -0.6851857900619507, -0.3398047983646393, 4, 0)
(0.6395175457000732, 0.040977705270051956, -0.6866624355316162, -0.3432682454586029, 4, 0)
(0.6424766778945923, 0.047916483134031296, -0.6827539205551147, -0.3446374833583832, 4, 0)
(0.6536000967025757, 0.058719292283058167, -0.6732999682426453, -0.34062659740448, 4, 0)
(0.6673354506492615, 0.07340073585510254, -0.6612952947616577, -0.33461081981658936, 4, 0)
(0.6877704858779907, 0.0941379964351654, -0.6433123350143433, -0.3228916823863983, 4, 0)
(0.7140029072761536, 0.11000732332468033, -0.617324709892273, -0.31146177649497986, 4, 0)
(0.7309175133705139, 0.12113776057958603, -0.5948314666748047, -0.3118664622306824, 4, 0)
(0.7428388595581055, 0.13705863058567047, -0.5777680277824402, -0.30917587876319885, 4, 0)
(0.7474750280380249, 0.1544245481491089, -0.5698316693305969, -0.30450960993766785, 4, 0)
(0.755074143409729, 0.20760981738567352, -0.5501582622528076, -0.2899782657623291, 4, 0)
(0.7574357390403748, 0.2540041506290436, -0.5313380360603333, -0.2818741798400879, 4, 0)
(0.759981095790863, 0.29046154022216797, -0.5123878717422485, -0.2748086452484131, 4, 1)
(0.7628130316734314, 0.3299311399459839, -0.48769623041152954, -0.2672349214553833, 4, 1)
(0.7642179727554321, 0.37985700368881226, -0.45252788066864014, -0.2586469352245331, 4, 1)
(0.764615535736084, 0.4058593511581421, -0.432489812374115, -0.2521789073944092, 4, 1)
(0.7640134692192078, 0.4286941885948181, -0.4140012562274933, -0.247200146317482, 4, 1)
(0.7593656778335571, 0.46976131200790405, -0.37974175810813904, -0.24183543026447296, 4, 1)
(0.7450512647628784, 0.5214988589286804, -0.3443293273448944, -0.2331848442554474, 4, 1)
(0.7375898361206055, 0.5413774251937866, -0.33127498626708984, -0.2304968386888504, 4, 1)
(0.7283488512039185, 0.5636186003684998, -0.31700652837753296, -0.22660335898399353, 4, 1)
(0.7226619124412537, 0.5758709907531738, -0.30950862169265747, -0.22435864806175232, 4, 1)
(0.7146152853965759, 0.5924335718154907, -0.29858604073524475, -0.22179721295833588, 4, 1)
(0.7001901268959045, 0.6195530295372009, -0.2790933847427368, -0.21907725930213928, 4, 1)
(0.6933742761611938, 0.6334409117698669, -0.2660139203071594, -0.21730539202690125, 4, 1)
(0.6907556056976318, 0.640421450138092, -0.257399320602417, -0.21555273234844208, 4, 1)
