<YEI3Space WL:12000861>


           R,                   i,                  j,                    k,        %,  Button

(-0.09601905941963196, -0.6731262803077698, 0.08040459454059601, -0.7288461327552795, 6, 0)
(-0.09412134438753128, -0.6615668535232544, 0.0827166959643364, -0.7393434047698975, 6, 0)
(-0.09226590394973755, -0.6476117372512817, 0.08490251004695892, -0.751583456993103, 6, 0)
(-0.08749311417341232, -0.6165946125984192, 0.09208301454782486, -0.776966392993927, 6, 0)
(-0.07924950122833252, -0.5768186450004578, 0.10592726618051529, -0.8060888648033142, 6, 0)
(-0.07921207696199417, -0.5346044301986694, 0.12360835820436478, -0.8322528600692749, 6, 0)
(-0.08283616602420807, -0.5208187699317932, 0.1394841969013214, -0.8381112813949585, 6, 0)
(-0.08656377345323563, -0.5116387605667114, 0.15970608592033386, -0.8397778272628784, 6, 0)
(-0.08128523826599121, -0.5011307001113892, 0.19771182537078857, -0.8385529518127441, 6, 0)
(-0.0719733014702797, -0.49588677287101746, 0.214848592877388, -0.8383057713508606, 6, 0)
(-0.03985222801566124, -0.4842546284198761, 0.24249997735023499, -0.8397042751312256, 6, 0)
(-0.008837494999170303, -0.47386202216148376, 0.2625134289264679, -0.8405138850212097, 6, 0)
(0.03158797323703766, -0.45498237013816833, 0.2921939492225647, -0.8406045436859131, 6, 0)
(0.0531383752822876, -0.44172200560569763, 0.3113744258880615, -0.8397048711776733, 6, 0)
(0.08815258741378784, -0.41749972105026245, 0.34723716974258423, -0.8350747227668762, 6, 0)
(0.13009385764598846, -0.3898833096027374, 0.3936060667037964, -0.8222779631614685, 6, 0)
(0.18194973468780518, -0.3592959940433502, 0.44911378622055054, -0.7975571155548096, 6, 0)
(0.23921500146389008, -0.3270120620727539, 0.5065670013427734, -0.7610710859298706, 6, 0)
(0.31036677956581116, -0.2877565622329712, 0.5757049322128296, -0.6995946764945984, 6, 0)
(0.4102158546447754, -0.23620419204235077, 0.6565558910369873, -0.587252140045166, 6, 0)
(0.4620954096317291, -0.21406887471675873, 0.6742585301399231, -0.5348065495491028, 6, 0)
(0.48017618060112, -0.20823903381824493, 0.6753965020179749, -0.5195258855819702, 6, 0)
(0.5034664869308472, -0.19992880523204803, 0.6774620413780212, -0.49758946895599365, 6, 0)
(0.5308497548103333, -0.185259610414505, 0.68096923828125, -0.4692104160785675, 6, 0)
(0.5496517419815063, -0.17416317760944366, 0.6825876832008362, -0.44902586936950684, 6, 0)
(0.5620068907737732, -0.16679313778877258, 0.6830140352249146, -0.4356837272644043, 6, 0)
(0.5728945136070251, -0.15973412990570068, 0.6836686134338379, -0.422935426235199, 6, 0)
(0.5888057351112366, -0.14776475727558136, 0.6879172325134277, -0.3977981209754944, 6, 0)
(0.5941511988639832, -0.14138047397136688, 0.693717896938324, -0.38177451491355896, 6, 0)
(0.5970544815063477, -0.13666732609272003, 0.7018575668334961, -0.3636538088321686, 6, 0)
(0.5972539186477661, -0.13442428410053253, 0.7115229368209839, -0.34489601850509644, 6, 0)
(0.593204915523529, -0.13406901061534882, 0.7265498042106628, -0.3197796940803528, 6, 0)
(0.5864660143852234, -0.1342228651046753, 0.7416289448738098, -0.2966959774494171, 6, 0)
(0.5818046927452087, -0.1332584023475647, 0.7516554594039917, -0.2806417644023895, 6, 0)
(0.577598512172699, -0.12907013297080994, 0.7636311054229736, -0.25804758071899414, 6, 0)
(0.5773572325706482, -0.12498950213193893, 0.7702738642692566, -0.24023859202861786, 6, 0)
(0.5806837677955627, -0.12385082989931107, 0.7728710770606995, -0.22391487658023834, 6, 0)
(0.5864103436470032, -0.126674622297287, 0.7734668254852295, -0.20451335608959198, 6, 0)
(0.5914359092712402, -0.13062112033367157, 0.7729223966598511, -0.1890311986207962, 6, 0)
(0.5992358922958374, -0.1405654102563858, 0.7707488536834717, -0.16463278234004974, 6, 0)
(0.6072881817817688, -0.1613394021987915, 0.7662591934204102, -0.13423046469688416, 6, 0)
(0.6091254353523254, -0.18078407645225525, 0.7636319994926453, -0.11467191576957703, 6, 0)
(0.6086305975914001, -0.19944988191127777, 0.7616179585456848, -0.0986252874135971, 6, 0)
(0.6062549352645874, -0.21537786722183228, 0.760184645652771, -0.0904807597398758, 6, 0)
(0.6015251874923706, -0.23192685842514038, 0.75974041223526, -0.08468867838382721, 6, 0)
(0.5900138020515442, -0.2653324604034424, 0.7583414912223816, -0.08000525087118149, 6, 0)
(0.5765390396118164, -0.3174167275428772, 0.7475003004074097, -0.08996056020259857, 6, 0)
(0.5773394107818604, -0.330316424369812, 0.741296112537384, -0.08972430974245071, 6, 0)
(0.5807912945747375, -0.3357912600040436, 0.7361884713172913, -0.08917640894651413, 6, 0)
(0.5826058983802795, -0.33814993500709534, 0.7338165044784546, -0.08796867728233337, 6, 0)
(0.5832360982894897, -0.3375040888786316, 0.7341196537017822, -0.08363718539476395, 6, 0)
(0.583690345287323, -0.33406126499176025, 0.7359472513198853, -0.07804089039564133, 6, 0)
(0.5841471552848816, -0.3306381404399872, 0.7373745441436768, -0.0756915882229805, 6, 0)
(0.585109293460846, -0.326774001121521, 0.7383535504341125, -0.07549874484539032, 6, 0)
(0.5887142419815063, -0.3199545741081238, 0.7381096482276917, -0.07898630946874619, 6, 0)
(0.5902355909347534, -0.317494660615921, 0.737782895565033, -0.08059471845626831, 6, 0)
(0.5950653553009033, -0.3103683590888977, 0.7386676073074341, -0.06276103109121323, 6, 0)
(0.5985700488090515, -0.30215418338775635, 0.7393065690994263, -0.06199047341942787, 6, 0)
(0.607145369052887, -0.28439605236053467, 0.7393066883087158, -0.06260295957326889, 6, 0)
(0.6114807724952698, -0.2753337323665619, 0.7390652298927307, -0.06376175582408905, 6, 0)
(0.6153971552848816, -0.2666754126548767, 0.7388471364974976, -0.06538937985897064, 6, 0)
(0.61916583776474, -0.25868916511535645, 0.7383648157119751, -0.06731481850147247, 6, 0)
(0.6252993941307068, -0.24564823508262634, 0.7371919751167297, -0.07215050607919693, 6, 0)
(0.6303868889808655, -0.22927282750606537, 0.7375754117965698, -0.07764717936515808, 6, 0)
(0.6324728727340698, -0.22291170060634613, 0.7374263405799866, -0.08056653290987015, 6, 0)
(0.6354156732559204, -0.21477024257183075, 0.7367201447486877, -0.08581526577472687, 6, 0)
(0.6377625465393066, -0.20782716572284698, 0.7360429763793945, -0.09114693105220795, 6, 0)
(0.6391988396644592, -0.20229271054267883, 0.735791027545929, -0.0954684317111969, 6, 0)
(0.6396688222885132, -0.19932548701763153, 0.7358719706535339, -0.09790699183940887, 6, 0)
(0.6397853493690491, -0.19608920812606812, 0.7363061308860779, -0.10038489103317261, 6, 0)
(0.6390621066093445, -0.1948213428258896, 0.7368577122688293, -0.10336983948945999, 6, 0)
(0.6382282972335815, -0.1962389349937439, 0.7369015216827393, -0.10550440102815628, 6, 0)
(0.6279172897338867, -0.21620623767375946, 0.7383547425270081, -0.11750401556491852, 6, 0)
(0.6013015508651733, -0.25377997756004333, 0.744001030921936, -0.14316041767597198, 6, 0)
(0.577991783618927, -0.28191474080085754, 0.747467577457428, -0.16655954718589783, 6, 0)
(0.5491670966148376, -0.31212788820266724, 0.7499063014984131, -0.1965516358613968, 6, 0)
(0.5167145729064941, -0.3395014703273773, 0.7509312629699707, -0.23205016553401947, 6, 0)
(0.4740349054336548, -0.36861684918403625, 0.746819257736206, -0.2857862710952759, 6, 0)
(0.44878125190734863, -0.38198044896125793, 0.7429008483886719, -0.3174663782119751, 6, 0)
(0.42204713821411133, -0.3929155170917511, 0.737480103969574, -0.3515918552875519, 6, 0)
(0.38446974754333496, -0.40323784947395325, 0.7263396978378296, -0.4025084972381592, 6, 0)
(0.3594983220100403, -0.40784206986427307, 0.7176891565322876, -0.43514153361320496, 6, 0)
(0.32317179441452026, -0.4150409996509552, 0.7040970325469971, -0.4770205616950989, 6, 0)
(0.2868662476539612, -0.42517441511154175, 0.6874334812164307, -0.5141690969467163, 6, 0)
(0.24149243533611298, -0.4356352388858795, 0.6594998836517334, -0.5629950761795044, 6, 0)
(0.2173609882593155, -0.43973657488822937, 0.6431821584701538, -0.5879650712013245, 6, 0)
(0.18180225789546967, -0.4434644281864166, 0.6181544065475464, -0.6230351328849792, 6, 0)
(0.1456346958875656, -0.4490183889865875, 0.5905157327651978, -0.6545718312263489, 6, 0)
(0.09507273882627487, -0.458919882774353, 0.5487255454063416, -0.6922818422317505, 6, 0)
(0.05719788745045662, -0.4654196500778198, 0.5161988139152527, -0.7166950702667236, 6, 0)
(0.013664544560015202, -0.47441011667251587, 0.476959228515625, -0.7397691011428833, 6, 0)
(-0.011315050534904003, -0.48765572905540466, 0.44928690791130066, -0.7484686970710754, 6, 0)
(-0.0320228710770607, -0.5019864439964294, 0.42478662729263306, -0.7526889443397522, 6, 0)
(-0.05708680674433708, -0.5188423991203308, 0.39739957451820374, -0.7547299861907959, 6, 0)
(-0.0666005089879036, -0.5274344086647034, 0.3846031725406647, -0.7546244263648987, 6, 0)
(-0.07238425314426422, -0.5364692211151123, 0.37142065167427063, -0.754326343536377, 6, 0)
(-0.07657761871814728, -0.5503740906715393, 0.34840404987335205, -0.7548767924308777, 6, 0)
(-0.08002440631389618, -0.5640823841094971, 0.3206183612346649, -0.7567107677459717, 6, 0)
(-0.08210897445678711, -0.5797651410102844, 0.2832634449005127, -0.7595344185829163, 6, 0)
(-0.08090008050203323, -0.5835983753204346, 0.25893470644950867, -0.7653894424438477, 6, 0)
(-0.07556851953268051, -0.5812074542045593, 0.23910559713840485, -0.7741549015045166, 6, 0)
(-0.06571465730667114, -0.5766364932060242, 0.22985225915908813, -0.7812426090240479, 6, 0)
(-0.05310305207967758, -0.5751108527183533, 0.21123480796813965, -0.788547694683075, 6, 0)
